row	label	geometry	liveness	semantics	target	reproducibility	frozen_gate	encodable	dispatched	distinct_actual_enc	records	legal_ok	silent	hard	fault_values	hang_values	collapsed	untested	valid_payloads	sem_checks	carriers	hazard
n3_sample_read.tail	untested	ledger-verified WITH COLLAPSE	accepted-inert among the legal values in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	n/a (width=48 bits)	600	1589	3206	600	0	116	0	0	14	n/a	1	3206	1	no
n4_cf_word.b3	tokenization-only	geometry-mapped	carrier-undecidable	unknown	G17P-direct	auditable	never-promoted	256	256	256	1536	256	0	0	0	0	0	0	1	0	3	no
n4_rt_word.dst	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	256	256	256	5001	256	256	673	64	1	0	0	76	5001	8	yes
op04_len8.body	tokenization-only	ledger-verified	live in the tested envelope	unknown	G17P-direct	auditable	never-promoted	n/a (width=48 bits)	256	768	7893	26	109	362	3	0	0	n/a	18	4608	3	yes
op04_len8.dst	tokenization-only	ledger-verified	live in the tested envelope	unknown	G17P-direct	auditable	never-promoted	16	256	768	843	15	0	35	0	0	0	n/a	10	768	3	no
op04_len8.mode	tokenization-only	ledger-verified	live in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	256	768	2299	255	0	0	0	0	0	0	3	1024	3	no
operand_word.b0	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word.b1	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word_x2_h5.b0	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word_x2_h5.b1	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word_x2_h6.b0	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word_x2_h6.b1	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word_x2_h7.b0	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
operand_word_x2_h7.b1	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
packed_half2_hi.mods	untested	ledger-verified	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	65536	256	511	1536	0	48	1088	0	256	0	65280	8	1536	1	yes
packed_half2_hi.srcA	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	768	0	0	512	0	256	0	0	1	768	1	yes
packed_half2_hi.srcB	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	768	0	0	512	0	256	0	0	1	768	1	yes
pad_operand.hi	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
pad_operand.word	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
pop_reconverge.reserved	untested	ledger-verified	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	65536	70	52	942	70	0	0	0	0	0	65466	2	942	9	no
pop_reconverge.scope	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	6379	256	0	32	0	0	0	0	2	6379	5	no
ray_move.b3	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	255	255	510	255	0	0	0	0	0	1	1	0	1	no
ray_move.dst	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	16	15	15	30	15	0	0	0	0	0	1	1	0	1	no
ray_move.src	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	255	255	510	255	0	0	0	0	0	1	1	0	1	no
ray_move_copy6.dst	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	16	15	15	49	15	0	0	0	0	0	1	1	0	1	no
ray_move_copy6.optype	untested	ledger-verified	accepted-inert among the legal values in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	255	255	510	191	0	128	64	0	0	1	1	0	1	yes
ray_move_copy6.src	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	255	255	535	255	0	0	0	0	0	1	1	0	1	no
ray_move_zero6.b3	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	255	255	510	255	0	0	0	0	0	1	1	0	1	no
ray_move_zero6.dst	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	16	15	15	49	15	0	0	0	0	0	1	1	0	1	no
ray_move_zero6.src	untested	ledger-verified	inert in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	255	255	535	255	0	0	0	0	0	1	1	0	1	no
ray_move_zinit.b3	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
ray_move_zinit.dst	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
ray_move_zinit.src	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
reg_move_c0.dst	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	1	0	0	0	0	0	0	16	64	2	no
reg_move_c0.op_desc	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	1024	64	0	0	0	0	0	0	2	1024	2	no
reg_move_c0.src_class	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	4	0	0	0	0	0	0	2	64	2	no
reg_move_c0.src_flag	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	2	2	2	8	2	0	0	0	0	0	0	1	8	2	no
reg_move_c0.src_reg	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	128	128	128	512	128	0	0	0	0	0	0	1	512	2	no
reg_move_c1.dst	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	16	0	0	0	0	0	0	1	64	2	no
reg_move_c1.op_desc	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	1024	192	128	0	0	0	0	0	4	1024	2	yes
reg_move_c1.src_class	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	16	0	0	0	0	0	0	1	64	2	no
reg_move_c1.src_flag	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	2	2	2	8	2	0	0	0	0	0	0	1	8	2	no
reg_move_c1.src_reg	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	128	128	128	512	128	0	0	0	0	0	0	1	512	2	no
reg_move_c2var.dst	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	1	0	0	0	0	0	0	15	64	2	no
reg_move_c2var.op_desc	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	1024	20	848	0	0	0	0	0	4	1024	2	yes
reg_move_c2var.src_flag	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	2	2	2	8	2	0	0	0	0	0	0	1	8	2	no
reg_move_c2var.src_reg	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	128	128	128	512	10	424	0	0	0	0	0	4	512	2	yes
reg_move_c2var.subform	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	4	32	0	0	0	0	0	5	64	2	yes
reg_move_c9.dst	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	16	0	0	0	0	0	0	1	64	2	no
reg_move_c9.op_desc	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	1024	48	0	0	0	0	0	0	4	1024	2	no
reg_move_c9.src_class	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	64	16	0	0	0	0	0	0	1	64	2	no
reg_move_c9.src_flag	untested	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	2	2	2	8	2	0	0	0	0	0	0	1	8	2	no
reg_move_c9.src_reg	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	128	128	128	512	2	0	0	0	0	0	0	16	512	2	no
ret.scoreboard	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	4713	256	0	5	0	4	0	0	4	4672	11	yes
ret_luse.linkmode	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	3010	96	0	2350	256	0	0	0	3	3010	6	yes
rt_as_load.addr_hi	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.addr_lo	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.dst	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.elem_size	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.field_off	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.flags	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.mode	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.off_hi	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.off_lo	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.reserved13	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.reserved7	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.sub_space	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_as_load.width	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_intersect.as_type	corpus-correlation	unverified	carrier-undecidable	unknown	G17P-direct	independently-confirmed	never-promoted	256	6	0	0	0	0	0	0	1	0	250	1	0	0	yes
rt_intersect.b5	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_intersect.b7	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_intersect.dst	corpus-correlation	unverified	carrier-undecidable	unknown	G17P-direct	auditable	never-promoted	16	3	0	0	0	0	0	0	0	0	13	1	0	0	no
rt_intersect.flags	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_intersect.mode	corpus-correlation	unverified	carrier-undecidable	unknown	G17P-direct	auditable	never-promoted	256	3	0	0	0	0	0	0	0	0	253	1	0	0	no
rt_intersect.ray_param	corpus-correlation	unverified	carrier-undecidable	unknown	G17P-direct	auditable	never-promoted	256	2	0	0	0	0	0	0	0	0	254	1	0	0	no
rt_query_traverse.dst	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	2016	16	48	0	0	0	0	0	12	2016	4	yes
rt_query_traverse.opA	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_query_traverse.opB	untested	ledger-verified	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	15	15	2285	15	97	0	0	0	0	241	9	2285	8	yes
rt_query_traverse.sel	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	4	0	0	0	0	0	0	0	0	252	0	0	0	no
rt_query_traverse2.b5	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_query_traverse2.b6	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_query_traverse2.b7	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_query_traverse2.dst	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
rt_query_traverse2.getter	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_query_traverse2.sel	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.addr_hi	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.addr_lo	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.dst	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.elem_size	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.field_off	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.flags	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.mode	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.off_hi	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.off_lo	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.reserved13	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.reserved7	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem.width	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.addr_mode	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.idx_dst	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.idx_hi	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.idx_lo	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.marker	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.rsv11	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.rsv4	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.scale	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_ldidx.wtype	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_short.reg	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_short.rsv4	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_ray_mem_short.rsv5	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_transform_test.dst	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
rt_transform_test.mark2	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_transform_test.opA	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_transform_test.opAflags	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_transform_test.opAmod	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_transform_test.opB	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rt_transform_test.src	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rtq_dualsrc.b3	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
rtq_dualsrc.opA	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=32 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
rtq_dualsrc.opB	tokenization-only	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=32 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
scoreboard_fence.kind	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1042	256	261	0	0	0	0	0	5	512	2	yes
scoreboard_fence.mask	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	256	256	256	1107	256	0	19	17	0	0	0	132	512	2	yes
scoreboard_fence.scope	tokenization-only	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	never-promoted	128	128	128	510	128	0	0	0	0	0	0	3	256	2	no
shift_amt_move.src_flag	untested	geometry-mapped	live in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	2	256	256	4778	2	0	0	0	0	0	n/a	62	4778	11	no
simd_ballot.cache	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	256	256	256	10768	256	0	0	0	0	0	0	33	5648	13	no
simd_ballot.pred	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	16	16	16	324	1	0	0	0	0	0	0	11	324	6	no
simd_reduce.dtype	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	4112	5	68	1	1	0	0	0	134	4112	4	yes
simd_reduce.op	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	4112	5	256	0	0	0	0	0	79	4112	4	yes
simd_shuffle.cache	single-template-inference	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	2	2	2	135	2	2	0	0	0	0	0	2	39	27	yes
simd_shuffle.dir	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	2	2	2	35	2	0	0	0	0	0	0	2	35	5	no
spill_frame_marker.b1	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
spill_frame_marker.b2	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
spill_frame_marker.b3	untested	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	passed-own-gate	256	0	0	0	0	0	0	0	0	0	256	0	0	0	no
stop.reserved	untested	ledger-verified	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	n/a (width=24 bits)	256	256	4707	89	0	0	0	0	0	n/a	2	4707	9	no
tex_addr_setup.cache	untested	unverified	accepted-inert among the legal values in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	2	7	0	0	0	0	0	0	0	0	n/a	0	0	0	no
tex_addr_setup.form	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	6	0	0	0	0	0	0	0	0	250	0	0	0	no
tex_addr_setup.op_cnt	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	5	0	0	0	0	0	0	0	0	251	0	0	0	no
tex_addr_setup.op_desc9	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	6	0	0	0	0	0	0	0	0	250	0	0	0	no
tex_addr_setup.op_hi	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	4	0	0	0	0	0	0	0	0	252	0	0	0	no
tex_addr_setup.op_mode	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	11	0	0	0	0	0	0	0	0	245	0	0	0	no
tex_addr_setup.op_reg	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	3	0	0	0	0	0	0	0	0	253	0	0	0	no
tex_addr_setup.op_reg2	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	4	0	0	0	0	0	0	0	0	252	0	0	0	no
tex_addr_setup.rsv11	untested	unverified	accepted-inert among the legal values in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	11	0	0	0	0	0	0	0	0	245	0	0	0	no
tex_addr_setup.rsv6	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	4	0	0	0	0	0	0	0	0	252	0	0	0	no
tex_addr_setup.src_desc	untested	unverified	live in the tested envelope	hypothesis	G16G-direct	incomplete	passed-own-gate	256	6	0	0	0	0	0	0	0	0	250	0	0	0	no
tex_coord_setup.b1	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	256	256	1024	255	1	0	0	0	0	0	2	1024	1	yes
tex_coord_setup.b9	single-template-inference	geometry-mapped	inert in the tested envelope	unknown	G17P-direct	independently-confirmed	never-promoted	256	256	256	5632	256	0	0	0	0	0	0	1	1024	10	no
tex_coord_setup.form	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	256	256	1024	256	3	0	0	0	0	0	2	1024	1	yes
tex_coord_setup.srcA	corpus-correlation	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	never-promoted	256	256	256	1024	256	8	0	0	0	0	0	2	1024	1	yes
tex_deriv.dstsrc	untested	ledger-verified	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	n/a (width=24 bits)	66	66	1284	2	0	81	9	1	0	n/a	57	908	12	yes
tex_sample.mode	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	auditable	passed-own-gate	256	256	256	5120	128	0	0	0	0	0	0	256	5120	10	no
tex_write.amode	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	11520	256	0	0	0	0	0	0	256	8448	21	no
tex_write.rsv11	untested	geometry-mapped	live in the tested envelope	unknown	G17P-direct	independently-confirmed	passed-own-gate	256	256	256	10752	256	0	0	0	0	0	0	256	7680	20	no
tg_addr_compute.b3	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1026	256	0	0	0	0	0	0	1	1026	1	no
tg_addr_compute.b4	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1026	256	0	0	0	0	0	0	1	1026	1	no
tg_addr_compute.b5	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	independently-confirmed	passed-own-gate	256	256	256	1026	256	0	0	0	0	0	0	1	1026	1	no
tg_atomic_prep10.body	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	n/a (width=40 bits)	0	0	0	0	0	0	0	0	0	n/a	0	0	0	no
tg_atomic_prep10.dst	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	16	0	0	0	0	0	0	0	0	0	16	0	0	0	no
tg_atomic_prep10.tail	corpus-correlation	unverified	not-dispatched	unknown	cross-target-inferred	incomplete	never-promoted	65536	0	0	0	0	0	0	0	0	0	65536	0	0	0	no
threadgroup_barrier.b5	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	514	256	0	0	0	0	0	0	1	514	1	no
threadgroup_barrier.flags	untested	geometry-mapped	inert in the tested envelope	unknown	G16G-direct	auditable	passed-own-gate	256	256	256	514	256	0	0	0	0	0	0	1	514	1	no
